t,ball,x_mm,y_mm,z_mm,v_mm_s,mode
0.77500,1,514.784,458.357,28.575,926.2,Sliding
0.78000,0,596.498,124.139,28.575,1004.2,Rolling
0.78000,1,517.607,454.710,28.575,918.6,Sliding
0.78500,0,601.497,124.606,28.575,1003.7,Rolling
0.78500,1,520.430,451.112,28.575,911.0,Sliding
0.79000,0,606.492,125.072,28.575,1003.3,Rolling
0.79000,1,523.255,447.562,28.575,903.4,Sliding
0.79500,0,611.486,125.538,28.575,1002.8,Rolling
0.79500,1,526.080,444.062,28.575,895.9,Sliding
0.80000,0,616.476,126.004,28.575,1002.3,Rolling
0.80000,1,528.906,440.611,28.575,888.4,Sliding
0.80500,0,621.465,126.470,28.575,1001.8,Rolling
0.80500,1,531.733,437.209,28.575,881.0,Sliding
0.81000,0,626.451,126.935,28.575,1001.3,Rolling
0.81000,1,534.561,433.856,28.575,873.6,Sliding
0.81500,0,631.434,127.400,28.575,1000.8,Rolling
0.81500,1,537.390,430.552,28.575,866.3,Sliding
0.82000,0,636.416,127.865,28.575,1000.3,Rolling
0.82000,1,540.220,427.297,28.575,859.0,Sliding
0.82500,0,641.394,128.330,28.575,999.8,Rolling
0.82500,1,543.051,424.090,28.575,851.8,Sliding
0.83000,0,646.371,128.794,28.575,999.3,Rolling
0.83000,1,545.882,420.933,28.575,844.6,Sliding
0.83500,0,651.344,129.259,28.575,998.8,Rolling
0.83500,1,548.715,417.825,28.575,837.5,Sliding
0.84000,0,656.316,129.723,28.575,998.3,Rolling
0.84000,1,551.548,414.767,28.575,830.4,Sliding
0.84500,0,661.285,130.186,28.575,997.9,Rolling
0.84500,1,554.383,411.757,28.575,823.4,Sliding
0.85000,0,666.251,130.650,28.575,997.4,Rolling
0.85000,1,557.218,408.796,28.575,816.4,Sliding
0.85500,0,671.215,131.113,28.575,996.9,Rolling
0.85500,1,560.054,405.884,28.575,809.5,Sliding
0.86000,0,676.177,131.576,28.575,996.4,Rolling
0.86000,1,562.891,403.021,28.575,802.7,Sliding
0.86500,0,681.136,132.039,28.575,995.9,Rolling
